# Site: https://lucaberton.com/
# Run Date: 2026-06-05T22:54:41.027Z
# Pages Crawled: 1561
# Total Issues: 3486

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/backstage-idp-ai-developer-portal,og:url (https://lucaberton.com/blog/backstage-idp-ai-developer-portal/) doesn't match canonical (https://lucaberton.com/blog/backstage-idp-ai-developer-portal),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/backstage-internal-developer-portal-setup-2026,og:url (https://lucaberton.com/blog/backstage-internal-developer-portal-setup-2026/) doesn't match canonical (https://lucaberton.com/blog/backstage-internal-developer-portal-setup-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/backstage-internal-developer-portal-setup-guide-2026,og:url (https://lucaberton.com/blog/backstage-internal-developer-portal-setup-guide-2026/) doesn't match canonical (https://lucaberton.com/blog/backstage-internal-developer-portal-setup-guide-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/backstage-plugins-internal-developer-portal,og:url (https://lucaberton.com/blog/backstage-plugins-internal-developer-portal/) doesn't match canonical (https://lucaberton.com/blog/backstage-plugins-internal-developer-portal),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/backstage-vs-port-2026,og:url (https://lucaberton.com/blog/backstage-vs-port-2026/) doesn't match canonical (https://lucaberton.com/blog/backstage-vs-port-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/base-conference-2024,og:url (https://lucaberton.com/blog/base-conference-2024/) doesn't match canonical (https://lucaberton.com/blog/base-conference-2024),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/bash-cheat-sheet-2026,og:url (https://lucaberton.com/blog/bash-cheat-sheet-2026/) doesn't match canonical (https://lucaberton.com/blog/bash-cheat-sheet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/bmad-method-ai-driven-development-framework-2026,og:url (https://lucaberton.com/blog/bmad-method-ai-driven-development-framework-2026/) doesn't match canonical (https://lucaberton.com/blog/bmad-method-ai-driven-development-framework-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/bootc-image-configuration-management-2026,og:url (https://lucaberton.com/blog/bootc-image-configuration-management-2026/) doesn't match canonical (https://lucaberton.com/blog/bootc-image-configuration-management-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/bootc-immutable-linux-update-rollback-2026,og:url (https://lucaberton.com/blog/bootc-immutable-linux-update-rollback-2026/) doesn't match canonical (https://lucaberton.com/blog/bootc-immutable-linux-update-rollback-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/buildah-cheat-sheet-2026,og:url (https://lucaberton.com/blog/buildah-cheat-sheet-2026/) doesn't match canonical (https://lucaberton.com/blog/buildah-cheat-sheet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/buildah-vs-kaniko-2026,og:url (https://lucaberton.com/blog/buildah-vs-kaniko-2026/) doesn't match canonical (https://lucaberton.com/blog/buildah-vs-kaniko-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/buildah-vs-kaniko-container-image-building-2026,og:url (https://lucaberton.com/blog/buildah-vs-kaniko-container-image-building-2026/) doesn't match canonical (https://lucaberton.com/blog/buildah-vs-kaniko-container-image-building-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/building-a-persistent-ai-agent-memory-system-with-openclaw,og:url (https://lucaberton.com/blog/building-a-persistent-ai-agent-memory-system-with-openclaw/) doesn't match canonical (https://lucaberton.com/blog/building-a-persistent-ai-agent-memory-system-with-openclaw),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/building-ai-agents-kubernetes-operators,og:url (https://lucaberton.com/blog/building-ai-agents-kubernetes-operators/) doesn't match canonical (https://lucaberton.com/blog/building-ai-agents-kubernetes-operators),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/building-custom-ai-skills-with-instructlab-taxonomy,og:url (https://lucaberton.com/blog/building-custom-ai-skills-with-instructlab-taxonomy/) doesn't match canonical (https://lucaberton.com/blog/building-custom-ai-skills-with-instructlab-taxonomy),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/building-your-first-ai-chatbot-with-rhel-ai-and-instructlab,og:url (https://lucaberton.com/blog/building-your-first-ai-chatbot-with-rhel-ai-and-instructlab/) doesn't match canonical (https://lucaberton.com/blog/building-your-first-ai-chatbot-with-rhel-ai-and-instructlab),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/cal-com-open-source-scheduling-self-hosted-2026,og:url (https://lucaberton.com/blog/cal-com-open-source-scheduling-self-hosted-2026/) doesn't match canonical (https://lucaberton.com/blog/cal-com-open-source-scheduling-self-hosted-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/canonical-ubuntu-kubecon-europe-2026-ai-kubernetes,og:url (https://lucaberton.com/blog/canonical-ubuntu-kubecon-europe-2026-ai-kubernetes/) doesn't match canonical (https://lucaberton.com/blog/canonical-ubuntu-kubecon-europe-2026-ai-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/carbon-aware-kubernetes-scheduling,og:url (https://lucaberton.com/blog/carbon-aware-kubernetes-scheduling/) doesn't match canonical (https://lucaberton.com/blog/carbon-aware-kubernetes-scheduling),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories,og:url (https://lucaberton.com/blog/categories/) doesn't match canonical (https://lucaberton.com/blog/categories),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/ai,og:url (https://lucaberton.com/blog/categories/ai/) doesn't match canonical (https://lucaberton.com/blog/categories/ai),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/ai-engineering,og:url (https://lucaberton.com/blog/categories/ai-engineering/) doesn't match canonical (https://lucaberton.com/blog/categories/ai-engineering),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/api,og:url (https://lucaberton.com/blog/categories/api/) doesn't match canonical (https://lucaberton.com/blog/categories/api),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/automation,og:url (https://lucaberton.com/blog/categories/automation/) doesn't match canonical (https://lucaberton.com/blog/categories/automation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/back-end-development,og:url (https://lucaberton.com/blog/categories/back-end-development/) doesn't match canonical (https://lucaberton.com/blog/categories/back-end-development),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_TAGS_INCOMPLETE,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/book,Missing Open Graph tags: og:image,changed,Add the missing Open Graph tags: og:image.,content
SOCIAL_TAGS_X_TWITTER_CARD_INCOMPLETE,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/book,Missing Twitter Card tags: twitter:image,unchanged,Add the missing Twitter Card tags: twitter:image.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/books,og:url (https://lucaberton.com/blog/categories/books/) doesn't match canonical (https://lucaberton.com/blog/categories/books),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/books-and-community,og:url (https://lucaberton.com/blog/categories/books-and-community/) doesn't match canonical (https://lucaberton.com/blog/categories/books-and-community),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/certification,og:url (https://lucaberton.com/blog/categories/certification/) doesn't match canonical (https://lucaberton.com/blog/categories/certification),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/cloud-security,og:url (https://lucaberton.com/blog/categories/cloud-security/) doesn't match canonical (https://lucaberton.com/blog/categories/cloud-security),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_TAGS_INCOMPLETE,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/conference,Missing Open Graph tags: og:image,changed,Add the missing Open Graph tags: og:image.,content
SOCIAL_TAGS_X_TWITTER_CARD_INCOMPLETE,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/conference,Missing Twitter Card tags: twitter:image,unchanged,Add the missing Twitter Card tags: twitter:image.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/conferences,og:url (https://lucaberton.com/blog/categories/conferences/) doesn't match canonical (https://lucaberton.com/blog/categories/conferences),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/course,og:url (https://lucaberton.com/blog/categories/course/) doesn't match canonical (https://lucaberton.com/blog/categories/course),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/courses,og:url (https://lucaberton.com/blog/categories/courses/) doesn't match canonical (https://lucaberton.com/blog/categories/courses),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/data,og:url (https://lucaberton.com/blog/categories/data/) doesn't match canonical (https://lucaberton.com/blog/categories/data),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/database,og:url (https://lucaberton.com/blog/categories/database/) doesn't match canonical (https://lucaberton.com/blog/categories/database),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/design,og:url (https://lucaberton.com/blog/categories/design/) doesn't match canonical (https://lucaberton.com/blog/categories/design),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/developer-experience,og:url (https://lucaberton.com/blog/categories/developer-experience/) doesn't match canonical (https://lucaberton.com/blog/categories/developer-experience),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/devops,og:url (https://lucaberton.com/blog/categories/devops/) doesn't match canonical (https://lucaberton.com/blog/categories/devops),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/hardware,og:url (https://lucaberton.com/blog/categories/hardware/) doesn't match canonical (https://lucaberton.com/blog/categories/hardware),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/howto,og:url (https://lucaberton.com/blog/categories/howto/) doesn't match canonical (https://lucaberton.com/blog/categories/howto),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/insights,og:url (https://lucaberton.com/blog/categories/insights/) doesn't match canonical (https://lucaberton.com/blog/categories/insights),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/it-automation,og:url (https://lucaberton.com/blog/categories/it-automation/) doesn't match canonical (https://lucaberton.com/blog/categories/it-automation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/it-support,og:url (https://lucaberton.com/blog/categories/it-support/) doesn't match canonical (https://lucaberton.com/blog/categories/it-support),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/kcs,og:url (https://lucaberton.com/blog/categories/kcs/) doesn't match canonical (https://lucaberton.com/blog/categories/kcs),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/linux,og:url (https://lucaberton.com/blog/categories/linux/) doesn't match canonical (https://lucaberton.com/blog/categories/linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/mlops,og:url (https://lucaberton.com/blog/categories/mlops/) doesn't match canonical (https://lucaberton.com/blog/categories/mlops),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/open-source,og:url (https://lucaberton.com/blog/categories/open-source/) doesn't match canonical (https://lucaberton.com/blog/categories/open-source),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/platform-engineering,og:url (https://lucaberton.com/blog/categories/platform-engineering/) doesn't match canonical (https://lucaberton.com/blog/categories/platform-engineering),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/categories/wordpress,og:url (https://lucaberton.com/blog/categories/wordpress/) doesn't match canonical (https://lucaberton.com/blog/categories/wordpress),unchanged,Ensure og:url and the canonical URL point to the same page.,content
